% Model:              Dam breaking on a column.mph
% Version:            COMSOL 6.0.0.405
% Date:               Oct 13 2023, 01:23
% Table:              Probe Table 1 - 
% Time (s)                                        Pressure force on the column (N), Boundary Probe 1
0.7560488432415111                                14.054896387335239
0.7575820115529516                                13.96782735126577
0.7591154015537405                                13.881399798231547
0.7606490777144719                                13.795608036681182
0.7621829573643543                                13.710453577413471
0.7637174361991267                                13.625899153220688
0.7652524558486661                                13.541948304235088
0.7667881308643011                                13.458597264152335
0.7683245976122716                                13.375838788415935
0.7698620205535371                                13.293662877588817
0.771400600221373                                 13.212056968505586
0.7729392964636783                                13.131072645087457
0.7744809850468236                                13.050541915215371
0.776024756750541                                 12.970518044866408
0.7775710740139351                                12.89098035126562
0.7791205015213704                                12.811901502333933
0.7806737223652265                                12.733247771684928
0.7822295251137412                                12.65508048275686
0.7837929232497515                                12.577144544709169
0.7853630188457078                                12.499479674042263
0.7869411041900469                                12.422032909370573
0.7885286415734474                                12.34474197395509
0.7901272620049258                                12.267536815045979
0.7917377603012759                                12.19038860628143
0.7933640682394241                                12.113120517440546
0.7949960882733822                                12.03621960293316
0.7966296414421566                                11.95988129899505
0.7982647401757874                                11.884100872804497
0.7999013968224626                                11.808873467290134
0.8015396236510771                                11.734194154991371
0.8031779454412407                                11.660124870510954
0.8048193476809147                                11.58652270539127
0.8064623564822776                                11.513450512079173
0.8081069838467946                                11.440905903532283
0.809753241674095                                 11.368885517769304
0.8114011417948245                                11.297385479440344
0.8130492890525203                                11.22646193688534
0.8147005075663907                                11.155989586147829
0.8163534034642627                                11.08602481829743
0.8180079883166655                                11.016563279338628
0.8196642736307992                                10.947600602778218
0.821322270850642                                 10.879131545835651
0.8229806163846257                                10.811208218036553
0.824642070092924                                 10.743714299023917
0.8263052696813957                                10.676698200882234
0.8279702263909327                                10.610149247248959
0.8296369514898899                                10.544066067947947
0.8313054561154224                                10.478446267356508
0.8329743497011886                                10.413341362537134
0.8346464450612167                                10.348638856889654
0.8363203530425048                                10.284390280725267
0.8379960845840226                                10.22059228323396
0.8396736505754595                                10.157241515005209
0.841353061857502                                 10.09433464958582
0.8430328332105674                                10.031923752719964
0.8447159657361543                                9.969894470496476
0.8464009757725546                                9.908299344460774
0.848087873964959                                 9.847135217433392
0.8497766709084494                                9.786398989194225
0.8514673771469654                                9.726087631135508
0.8531583365229448                                9.666256941689317
0.8548528908665325                                9.606786256659774
0.8565493858028393                                9.547730615464255
0.8582478316104312                                9.489042130680144
0.8599482391904204                                9.430734407148606
0.8616506189032183                                9.372814865871009
0.8633530587749072                                9.315351666726881
0.8650594113374133                                9.258216542982513
0.86676776681171                                  9.201474777378486
0.8684781353918454                                9.145124766203043
0.8701905272322529                                9.089164089209762
0.8719047258320761                                9.03359927338598
0.873621194215945                                 8.978413912200459
0.8753397160146864                                8.923580715001574
0.8770603015880759                                8.86910061678826
0.8787829610811582                                8.814981973927775
0.8805077044794407                                8.761228955816245
0.882233924504323                                 8.707862478028883
0.8839628648149233                                8.654845034368472
0.8856939188205694                                8.602195644640931
0.8874270963733777                                8.5499137488805
0.8891624072760306                                8.497998553286044
0.8908998612791527                                8.446449209795668
0.8926383520511092                                8.395297705409948
0.894380119888408                                 8.344478062656862
0.8961240597106004                                8.293982284450715
0.8978701814092194                                8.243794767132384
0.8996184949412118                                8.193929969940921
0.9013690099130883                                8.1443960040543
0.9031200060958318                                8.095247338209026
0.904874950436569                                 8.046390494171334
0.9066321248146698                                7.997876345455389
0.9083915386693048                                7.94970641118572
0.9101532013717832                                7.901880692114383
0.9119169253587126                                7.8543496992951285
0.9136831139261632                                7.807116536500734
0.9154515799101853                                7.760198758543829
0.9172223325969577                                7.713603482511182
0.9189953812602982                                7.667335072194767
0.9207707351413359                                7.621396406962286
0.9225473974546584                                7.5758153547147264
0.9243273879286557                                7.530542394574646
0.926109710930515                                 7.485605967275697
0.9278943753862059                                7.440980087909432
0.9296813903335577                                7.3966126308642695
0.9314707653671186                                7.352528257854727
0.9332605617001457                                7.308789215010408
0.9350546810633493                                7.265309558594832
0.9368511871746812                                7.222143306238444
0.9386500888455576                                7.179295488626102
0.9404513947997533                                7.1367696678390775
0.9422545078451087                                7.094515258551148
0.9440606479675566                                7.052518559235793
0.9458692189413965                                7.010810177923072
0.9476802293357084                                6.969400443925223
0.9494936876985366                                6.928296634921463
0.9513096025277803                                6.88750477696203
0.9531262038254773                                6.847070445280102
0.9549470542661123                                6.806915773042073
0.9567703859502191                                6.766986156625197
0.9585962080460122                                6.727312637137452
0.9604245287694464                                6.6879152939071895
0.9622547730150839                                6.64881965803293
0.9640881145917184                                6.610010733975848
0.9659239791365408                                6.571510239491527
0.9677623746057369                                6.533281336186671
0.9696033091661405                                6.495293847306876
0.9714467911797072                                6.457572468634481
0.9732908224806635                                6.420173766018528
0.975139420113763                                 6.383028358287238
0.9769905885765465                                6.3461879032811535
0.9788443355020987                                6.309663516756031
0.9807006683152288                                6.273365172887451
0.9825586147181145                                6.237322010207923
0.9844201421328431                                6.201522111757412
0.98628427878924                                  6.166002270218759
0.9881510320813627                                6.1307768887924965
0.990020409337666                                 6.095859014499947
0.9918923888591398                                6.061162513201074
0.9937670362432419                                6.026712064453505
0.995644329917461                                 5.992531301027032
